3611081134 -0.00534033
1214918195 -0.104316
3159882689 -0.0181094
2722766595 -0.0313632
894202365 -0.000592223
414185897 -0.0088251
503523818 -0.147751
3886388661 -0.000267474
574144741 -0.00270257
3103721368 -0.00467168
3416930943 -0.00365799
2702431645 -0.00663162
562900972 -0.0181094
2478103383 -0.00265791
2511575324 -0.0373812
3119150608 -0.00227719
2320719623 0.00349604
4100164576 0.00349604
1563778072 -0.00432871
3162095595 -0.0227686
2832312000 -0.0777836
1088945299 -0.0116273
540093018 -0.00197764
3113006428 -0.0181094
3744595344 -2.11661e-05
609342700 -0.000935976
2452040425 -0.00522478
917813208 0.000294634
263720880 0.00340576
1644060018 -0.000732162
406984589 -0.00354724
594719562 -0.00432509
2919182003 -0.0131443
3468144064 -0.0438691
1379313878 -0.0121975
4031242331 -0.00220871
40996090 -0.0196363
4214050840 0.00349604
2208327497 -0.019511
1358373431 -0.00777029
3340113727 -0.00640053
2324321142 0.00259854
19021307 0.00259854
3419120922 -0.000109395
2353315960 -0.000395126
417937679 0.00555039
3573108544 0.00555039
4073368448 0.00457058
2899628589 -0.000732162
2636560243 -0.00976318
3285021726 -0.000331974
3450350195 -0.0023734
2551097216 -0.00663162
2792069182 -0.000267474
3077701824 -0.0023734
1068486945 -0.147751
3615457753 -0.00227719
1042673590 -0.0480191
2140002055 0.00340576
1196281327 -0.000732162
1227902734 -0.0151484
4181232444 -0.0561297
3986943453 0.00132075
2716081848 0.00389493
1052807756 0.00132075
3622032981 -0.0297156
2099288197 -0.00587062
1214198145 -0.00587062
3501619897 -0.0189187
3413310241 -0.0196363
3997492553 -0.0088251
1331601258 -0.00446449
2159361327 -0.00432871
109331286 -0.00533853
4258915161 -0.0023734
3223614919 -0.00967804
2569680726 -0.00967804
2632074488 -0.000716727
2619547993 -0.00220871
2248299025 -0.000716727
2913616310 -0.00336174
648299962 -0.0123029
4077107740 -0.00446449
309476610 -0.00336174
2126135767 -0.000716727
331219308 -0.145448
362647885 -0.0656915
2798145565 0.000556781
687381725 -0.0129677
1824235477 0.00229106
1317514601 -0.00216202
948043381 -0.0108704
450879470 0.00457058
3295815498 -0.0123029
3227208719 0.00457058
1840549049 -0.0148787
