com.hunting.matrix_callermiao	0.8#0.3
com.cootek.literature	0.8#0.3
http://res.play700.com/adapk/zztx.apk	0.8#0.3
com.hunting.matrix_callershow	0.8#0.3
https://apk.4398.com/renrenwanbuyu676.apk	0.8#0.3
com.game.matrix_pixelpaint	0.8#0.3
