0.01
1
1
0
3820769740 0 -0.00148009 0.00148009
2098876413 0 -0.0291478 0.0291478
4052248590 0 -0.0238199 0.0238199
1545293113 0 -0.00137206 0.00137206
803400774 0 -0.0012836 0.0012836
1526154630 0 -0.0394585 0.0394585
1592299317 0 -0.0252496 0.0252496
532570127 0 -0.00230833 0.00230833
2564637901 0 -0.00176153 0.00176153
3445222668 0 -0.0303789 0.0303789
1459286886 0 -0.00132059 0.00132059
494784125 0 -0.028448 0.028448
3764052882 0 -0.00284014 0.00284014
1821534662 0 -0.00195511 0.00195511
1719138975 0 -0.0339082 0.0339082
3365372686 0 -0.0286175 0.0286175
2447565072 0 -0.0022358 0.0022358
3686229611 0 -0.0252937 0.0252937
1373326931 0 -0.0233115 0.0233115
4283156329 0 -0.0554181 0.0554181
2511450414 0 -0.0503721 0.0503721
1819932413 0 -0.0439639 0.0439639
2173744706 0 -0.00135845 0.00135845
359555549 0 -0.0243015 0.0243015
2501557873 0 -0.00205882 0.00205882
1471824835 0 -0.0289802 0.0289802
3683902564 0 -0.00171848 0.00171848
4253301834 0 -0.030351 0.030351
3564204396 0 -0.0285836 0.0285836
3924745272 0 -0.00143003 0.00143003
864213209 0 -0.0474396 0.0474396
684298639 0 -0.0266447 0.0266447
61466153 0 -0.00154397 0.00154397
530548601 0 -0.00242826 0.00242826
2048662877 0 -0.0299971 0.0299971
532729500 0 -0.0220467 0.0220467
2335697600 0 -0.036735 0.036735
687390273 0 -0.0278891 0.0278891
4000556273 0 -0.0410989 0.0410989
662878881 0 -0.00198704 0.00198704
2160643828 0 -0.0156552 0.0156552
1689093346 0 0.971423 0.971423
960394540 0 -0.00211716 0.00211716
1244302707 0 -0.00164135 0.00164135
1111788494 0 -0.00256806 0.00256806
546727548 0 0.968952 0.968952
1972291278 0 -0.0353868 0.0353868
1136272692 0 -0.00208808 0.00208808
671734118 0 -0.00180381 0.00180381
4180992767 0 -0.00219794 0.00219794
288600414 0 -0.00124925 0.00124925
101757304 0 -0.0310358 0.0310358
3076880545 0 -0.0247685 0.0247685
1352576417 0 -0.0264798 0.0264798
4264352936 0 -0.00172102 0.00172102
1868594957 0 -0.0288504 0.0288504
894566805 0 -0.0401638 0.0401638
2236888842 0 -0.0232299 0.0232299
623901641 0 -0.0250745 0.0250745
3247607372 0 -0.00209874 0.00209874
4072161390 0 -0.00218868 0.00218868
1982840608 0 -0.00141635 0.00141635
875603464 0 -0.029538 0.029538
1318372180 0 -0.028514 0.028514
1628569361 0 -0.023619 0.023619
3560932733 0 -0.0442982 0.0442982
589032964 0 -0.0226214 0.0226214
2162007551 0 -0.0315841 0.0315841
2901205467 0 -0.0549493 0.0549493
2385275164 0 -0.00161732 0.00161732
915985045 0 -0.0283454 0.0283454
689485607 0 -0.0512092 0.0512092
1036848830 0 -0.0512092 0.0512092
2257112594 0 -0.0512092 0.0512092
2933089748 0 -0.0406433 0.0406433
3176607370 0 -0.0232616 0.0232616
1121744892 0 -0.00246129 0.00246129
2928526619 0 -0.00249022 0.00249022
3681332090 0 -0.0248647 0.0248647
575630494 0 -0.0383348 0.0383348
2956898572 0 -0.0016291 0.0016291
2079668399 0 -0.0232942 0.0232942
1814411255 0 -0.0025636 0.0025636
64181530 0 -0.0338995 0.0338995
2294936875 0 -0.00142688 0.00142688
3487808210 0 -0.0352225 0.0352225
851366835 0 -0.0391141 0.0391141
4108796233 0 -0.0282423 0.0282423
1998707212 0 -0.0513479 0.0513479
390940393 0 -0.00202248 0.00202248
513813747 0 -0.0256258 0.0256258
3436806929 0 -0.0448164 0.0448164
3222571092 0 -0.0184713 0.0184713
3814413241 0 -0.00237686 0.00237686
3913887116 0 -0.0285374 0.0285374
3148492367 0 -0.0329669 0.0329669
