2755182666 0.00412063
2123315791 0.00411974
692216340 0.00412319
2743139013 0.0100412
1183012123 0.00347934
3344866969 0.00710373
4106500950 0.00390171
1508731115 0.00379227
4127893463 0.00382128
1680146244 0.0019611
2453417576 0.0019611
3794109006 0.00315925
1295469168 0.00306063
3981646890 0.00704938
217647756 0.00412664
3284919860 0.00352501
406068204 0.0032873
1410556427 0.00393956
1448739613 0.00723412
920524319 0.00392577
4209516375 0.00175158
3377411793 0.00367177
2491263055 0.00359914
2910423302 0.0041271
4259409348 0.00264459
1140019045 0.00363033
2513959255 0.00282673
2431944041 0.00307285
575326857 0.00372128
3223383280 0.00775589
3458235992 0.00290122
2917373776 0.00742987
31219055 0.00311791
1871510444 0.00389203
1561339050 0.000148477
2252112545 0.003883
268926344 0.00411311
58970804 0.0034872
1514804237 0.00349911
1027504807 0.00879754
76721267 0.00359802
3290791213 0.00361459
2070584556 0.00265093
2403543843 0.00312076
850969684 0.00413792
2892329696 -0.000212593
3802469997 -0.000212593
970547488 -0.000212593
746504580 0.00274177
844738177 0.00390423
2485375946 0.00233193
988895846 0.00410395
1955267917 0.00336717
1266884741 0.0041098
3877563786 0.00409246
4027143043 0.0104893
773682949 -0.00251721
2706198854 0.00737829
704627235 0.0039722
3362320298 0.00310686
2122513852 0.00240449
1013884422 0.00775694
48246114 0.000921243
3208556272 -0.0115433
3450079147 0.00321498
1195576934 0.00411211
516372990 0.00307998
1351533100 0.0110699
4225564182 0.00480362
1095094940 0.00383391
387145909 -0.00132061
1883052491 0.00273964
421667198 0.00164216
1345921709 -0.0107393
1616787485 0.0137678
3546957273 -0.00640979
1716487559 0.00558616
3888517159 0.00727679
2087425693 0.00407324
2214558219 -0.00548554
582811525 0.00310073
944984886 0.00186441
1327851712 0.00307522
1060950185 -0.00812803
1757227978 -0.000506616
475262407 0.00406169
467223680 -0.000898001
2717616228 0.00775519
3962765764 -0.00470444
516561184 0.00911546
688549690 -0.00534693
3080034423 -0.0141099
1744043772 0.00301915
1492914816 -0.0137546
1453009209 0.0191981
2779745313 -0.0063408
3771074096 0.0141782
490740410 0.00409358
2572743809 -0.00646826
2055317594 -0.0023999
